itemBarcode,itemId,itemName,itemNumber,status,lastUpdated,customerId,adminNotes
682361431,8bdbe149,Oksigen 6m3,1188,,2/19/2026 12:21:52,ce83e171,
673545396,8bdbe149,Oksigen 6m3,1189,,9/19/2025 8:38:38,AKGREADY,
672405781,8bdbe149,Oksigen 6m3,1190,,10/28/2025 8:32:37,AKGREADY,
683320963,8bdbe149,Oksigen 6m3,1191,,8/12/2025 11:30:51,9828dfc5,
673540489,8bdbe149,Oksigen 6m3,1192,,9/19/2025 8:35:19,3bcd7fe6,
683273203,8bdbe149,Oksigen 6m3,1193,,11/22/2025 13:44:39,785e0e07,
682457613,8bdbe149,Oksigen 6m3,1194,,11/14/2025 8:40:22,3abcf4e3,
683268885,8bdbe149,Oksigen 6m3,1195,,8/6/2025 10:45:48,3abcf4e3,
682456562,8bdbe149,Oksigen 6m3,1196,,11/7/2025 10:43:32,02c693f1,
672406036,8bdbe149,Oksigen 6m3,1197,,7/30/2025 15:58:41,80c9fe6d,
683329122,8bdbe149,Oksigen 6m3,1198,,1/27/2026 9:51:59,d46989c9,
Di alihkan N2,66af7c72,Argon 6m3,12001,,1/31/2026 14:04:32,AKGREADY,
683271728,66af7c72,Argon 6m3,12002,,9/29/2025 11:00:40,17a8e612,
683270613,66af7c72,Argon 6m3,12003,,8/27/2025 15:50:43,e86baf3b,
Di alihkan N2,66af7c72,Argon 6m3,12004,,1/31/2026 14:04:56,AKGREADY,
683275070,66af7c72,Argon 6m3,12005,,2/19/2026 10:19:47,01158be1,
682367189,66af7c72,Argon 6m3,12006,,11/1/2025 13:04:41,e86baf3b,
2026000469,66af7c72,Argon 6m3,12007,,1/28/2026 15:38:55,AKGREADY,
,66af7c72,Argon 6m3,12008,,8/16/2025 19:44:38,e86baf3b,
682363253,66af7c72,Argon 6m3,12009,,10/11/2025 12:59:55,cac4449f,
Di alihkan O2,66af7c72,Argon 6m3,12010,,1/31/2026 14:01:28,AKGREADY,
683270622,66af7c72,Argon 6m3,12011,,8/27/2025 15:51:30,AKGREADY,
683275760,66af7c72,Argon 6m3,12012,,9/12/2025 15:18:30,e86baf3b,
683270677,66af7c72,Argon 6m3,12013,,8/27/2025 15:47:41,e86baf3b,
683270756,66af7c72,Argon 6m3,12014,,8/27/2025 15:46:56,e86baf3b,
683274965,66af7c72,Argon 6m3,12015,,9/22/2025 14:42:54,e86baf3b,
2026000468,66af7c72,Argon 6m3,12016,,1/29/2026 14:53:10,e86baf3b,
682364322,66af7c72,Argon 6m3,12017,,10/30/2025 11:29:15,17a8e612,
Di alihkan N2,66af7c72,Argon 6m3,12018,,1/31/2026 14:05:16,AKGREADY,
683275618,66af7c72,Argon 6m3,12019,,9/12/2025 15:17:28,e86baf3b,
683270765,66af7c72,Argon 6m3,12020,,8/30/2025 10:23:03,e86baf3b,
683270668,66af7c72,Argon 6m3,12021,,8/27/2025 15:51:19,e86baf3b,
,66af7c72,Argon 6m3,12022,,9/6/2025 9:50:18,45d814b4,
683327753,66af7c72,Argon 6m3,12023,,8/7/2025 8:21:46,17a8e612,
Di alihkan N2,66af7c72,Argon 6m3,12024,,1/31/2026 14:05:42,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12025,,1/31/2026 14:02:50,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12026,,1/31/2026 14:01:50,AKGREADY,
683271524,66af7c72,Argon 6m3,12027,,1/8/2026 12:29:55,e86baf3b,
683271515,66af7c72,Argon 6m3,12028,,11/1/2025 13:05:23,17a8e612,
Di alihkan CO2,66af7c72,Argon 6m3,12029,,1/31/2026 14:06:03,AKGREADY,
683269680,66af7c72,Argon 6m3,12030,,8/27/2025 15:46:15,e86baf3b,
683275663,66af7c72,Argon 6m3,12031,,9/11/2025 8:33:09,17a8e612,
,66af7c72,Argon 6m3,12032,,8/16/2025 19:43:39,e86baf3b,
2026000467,66af7c72,Argon 6m3,12033,,1/28/2026 15:39:08,e86baf3b,
2026000452,66af7c72,Argon 6m3,12034,,1/28/2026 16:55:00,AKGREADY,
2026000451,66af7c72,Argon 6m3,12035,,1/28/2026 16:55:21,e86baf3b,
683327762,66af7c72,Argon 6m3,12036,,9/11/2025 8:39:33,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12037,,1/31/2026 14:02:38,AKGREADY,
683274983,66af7c72,Argon 6m3,12038,,9/22/2025 14:44:17,9e5d8274,
Di alihkan O2,66af7c72,Argon 6m3,12039,,1/31/2026 14:07:25,AKGREADY,
683271773,66af7c72,Argon 6m3,12040,,8/30/2025 9:48:53,AKGREADY,
,66af7c72,Argon 6m3,12041,,10/18/2025 13:50:45,e86baf3b,
683270640,66af7c72,Argon 6m3,12042,,8/27/2025 15:49:58,17a8e612,
682462086,66af7c72,Argon 6m3,12043,,1/8/2026 12:27:25,17a8e612,
683271755,66af7c72,Argon 6m3,12044,,8/30/2025 9:48:18,370c84d1,
Di alihkan O2,66af7c72,Argon 6m3,12045,,1/31/2026 14:08:12,AKGREADY,
683274947,66af7c72,Argon 6m3,12046,,9/22/2025 14:44:31,0fb2135d,
683274938,66af7c72,Argon 6m3,12047,,9/22/2025 14:44:45,e86baf3b,
Di alihkan O2,66af7c72,Argon 6m3,12048,,1/31/2026 14:02:09,AKGREADY,
683271764,66af7c72,Argon 6m3,12049,,8/30/2025 9:49:07,17a8e612,
Di alihkan N2,66af7c72,Argon 6m3,12050,,1/31/2026 14:05:28,AKGREADY,
683275779,66af7c72,Argon 6m3,12051,,9/12/2025 15:17:43,e86baf3b,
,66af7c72,Argon 6m3,12052,,8/15/2025 11:48:05,AKGREADY,
683275654,66af7c72,Argon 6m3,12053,,9/22/2025 14:45:04,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12054,,1/31/2026 14:03:56,AKGREADY,
683271791,66af7c72,Argon 6m3,12055,,8/30/2025 9:49:31,AKGREADY,
2026000470,66af7c72,Argon 6m3,12056,,1/28/2026 15:38:44,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12057,,1/31/2026 14:07:40,AKGREADY,
2026000453,66af7c72,Argon 6m3,12058,,2/19/2026 10:18:45,01158be1,
683271782,66af7c72,Argon 6m3,12060,,8/30/2025 9:49:18,AKGREADY,
683275645,66af7c72,Argon 6m3,12061,,11/14/2025 14:00:30,e86baf3b,
,66af7c72,Argon 6m3,12062,,8/15/2025 11:45:06,e86baf3b,
683269626,66af7c72,Argon 6m3,12063,,8/27/2025 15:48:21,e86baf3b,
683274956,66af7c72,Argon 6m3,12064,,9/22/2025 14:43:31,e86baf3b,
683270659,66af7c72,Argon 6m3,12065,,8/27/2025 15:46:28,e86baf3b,
683269635,66af7c72,Argon 6m3,12066,,8/27/2025 15:46:40,17a8e612,
Di alihkan O2,66af7c72,Argon 6m3,12067,,1/31/2026 14:09:01,AKGREADY,
,66af7c72,Argon 6m3,12068,,11/19/2025 10:00:03,e86baf3b,
683274974,66af7c72,Argon 6m3,12069,,1/8/2026 12:29:27,17a8e612,
683275636,66af7c72,Argon 6m3,12070,,9/22/2025 14:43:16,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12071,,1/31/2026 14:07:56,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12072,,1/31/2026 14:03:47,AKGREADY,
683275609,66af7c72,Argon 6m3,12073,,9/11/2025 8:39:15,e86baf3b,
682462095,66af7c72,Argon 6m3,12074,,1/8/2026 12:26:59,e86baf3b,
Di alihkan O2,66af7c72,Argon 6m3,12075,,1/31/2026 14:00:38,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12076,,1/31/2026 14:02:21,AKGREADY,
683328372,66af7c72,Argon 6m3,12077,,11/5/2025 17:00:26,e86baf3b,
683329168,66af7c72,Argon 6m3,12078,,10/30/2025 11:30:35,e86baf3b,
,66af7c72,Argon 6m3,12079,,9/22/2025 14:30:34,AKGREADY,
Di alihkan O2,66af7c72,Argon 6m3,12080,,1/31/2026 14:03:03,AKGREADY,
Di alihkan CO2,66af7c72,Argon 6m3,12081,,1/31/2026 14:06:29,AKGREADY,
Di alihkan CO2,66af7c72,Argon 6m3,12082,,1/31/2026 14:06:39,AKGREADY,
Di alihkan CO2,66af7c72,Argon 6m3,12083,,1/31/2026 14:06:48,AKGREADY,
Di alihkan CO2,66af7c72,Argon 6m3,12084,,1/31/2026 14:06:58,AKGREADY,
123472111,8bdbe149,Oksigen 6m3,12095,Nomor Baru,2/28/2026 15:03:07,e86baf3b,
,ef306e54,Karbondioksida,13001,,8/6/2025 12:39:31,AKGREADY,
,ef306e54,Karbondioksida,13002,,12/3/2025 15:01:20,b2b5f2c5,
683319204,ef306e54,Karbondioksida,13003,,9/22/2025 10:24:32,1c4d5e93,
683330702,ef306e54,Karbondioksida,13004,,8/29/2025 16:40:04,AKGREADY,
683330687,ef306e54,Karbondioksida,13005,,9/22/2025 10:23:13,AKGREADY,
2026000481,ef306e54,Karbondioksida,13006,,1/27/2026 9:47:26,AKGREADY,
682364359,ef306e54,Karbondioksida,13007,,1/12/2026 13:32:51,440df1db,
682361006,ef306e54,Karbondioksida,13008,,10/4/2025 11:45:14,98c84274,
,ef306e54,Karbondioksida,13009,,,e86baf3b,
682456225,ef306e54,Karbondioksida,13010,,11/5/2025 10:21:24,AKGREADY,
,ef306e54,Karbondioksida,13011,,10/16/2025 14:49:16,AKGREADY,
683279395,ef306e54,Karbondioksida,13012,,10/4/2025 11:45:03,7b9d8eba,
2026000484,ef306e54,Karbondioksida,13013,,1/27/2026 9:45:33,1c4d5e93,
682366719,ef306e54,Karbondioksida,13014,,1/28/2026 8:42:17,63fc688a,
,ef306e54,Karbondioksida,13015,,,1c4d5e93,
,ef306e54,Karbondioksida,13016,,8/29/2025 16:40:24,AKGREADY,
,ef306e54,Karbondioksida,13017,,,8ea74d81,
696408207,ef306e54,Karbondioksida,13018,,1/27/2026 9:47:10,1c4d5e93,
,ef306e54,Karbondioksida,13019,,,e86baf3b,
2026000363,ef306e54,Karbondioksida,13020,,2/19/2026 8:42:20,63fc688a,
,ef306e54,Karbondioksida,13021,,,b2b5f2c5,
,ef306e54,Karbondioksida,13022,,,8ea74d81,
2026000423,ef306e54,Karbondioksida,13023,,2/12/2026 13:39:10,ec231cc9,
683330696,ef306e54,Karbondioksida,13024,,8/29/2025 16:40:34,AKGREADY,
,ef306e54,Karbondioksida,13025,,,b218b89b,
696411168,ef306e54,Karbondioksida,13026,,2/10/2026 12:30:47,63fc688a,
2026000426,ef306e54,Karbondioksida,13027,,2/3/2026 13:20:09,7b9d8eba,
2026000482,ef306e54,Karbondioksida,13028,,1/27/2026 9:45:21,63fc688a,
2026000450,ef306e54,Karbondioksida,13029,,1/28/2026 16:56:00,f7243d00,
2026000434,ef306e54,Karbondioksida,13030,,1/30/2026 16:17:41,b218b89b,
,ef306e54,Karbondioksida,13031,,8/21/2025 11:51:08,b218b89b,
,ef306e54,Karbondioksida,13032,,8/19/2025 13:31:56,98c84274,
,ef306e54,Karbondioksida,13033,,8/19/2025 13:32:10,AKGREADY,
2026000449,ef306e54,Karbondioksida,13034,,1/28/2026 16:55:47,AKGREADY,
672403136,ef306e54,Karbondioksida,13035,,2/13/2026 10:31:51,63fc688a,
,ef306e54,Karbondioksida,13036,,10/24/2025 10:59:47,9e66ced9,
696408094,ef306e54,Karbondioksida,13037,,1/27/2026 9:46:33,1c4d5e93,
696408058,ef306e54,Karbondioksida,13038,,2/13/2026 10:30:49,AKGREADY,
,ef306e54,Karbondioksida,13039,,10/27/2025 9:00:50,440df1db,
,ef306e54,Karbondioksida,13040,,10/28/2025 11:02:52,9e66ced9,
2026000369,ef306e54,Karbondioksida,13041,,2/13/2026 13:38:29,4ec68cf6,
2026000364,ef306e54,Karbondioksida,13042,,2/19/2026 8:41:38,98c84274,
2026000435,ef306e54,Karbondioksida,13043,,2/13/2026 10:30:31,AKGREADY,
,ef306e54,Karbondioksida,13044,,11/17/2025 14:57:52,9e66ced9,
2026000361,ef306e54,Karbondioksida,13045,,2/19/2026 8:42:10,1c4d5e93,
2026000437,ef306e54,Karbondioksida,13046,,1/30/2026 16:17:11,440df1db,
,ef306e54,Karbondioksida,13047,,11/20/2025 16:14:32,1c4d5e93,
696409011,ef306e54,Karbondioksida,13048,,1/27/2026 9:48:02,ec231cc9,
2026000488,ef306e54,Karbondioksida,13049,,1/24/2026 12:56:16,440df1db,
696409048,ef306e54,Karbondioksida,13050,,1/27/2026 9:48:19,63fc688a,
696408067,ef306e54,Karbondioksida,13051,,2/28/2026 10:01:04,b2b5f2c5,
123455,ef306e54,Karbondioksida,13052,,12/10/2025 11:28:09,63fc688a,
2026000422,ef306e54,Karbondioksida,13053,,2/5/2026 9:01:57,7b9d8eba,
11234556,ef306e54,Karbondioksida,13054,,12/10/2025 11:29:15,e86baf3b,
2026000362,ef306e54,Karbondioksida,13055,,2/19/2026 8:41:59,AKGREADY,
696411177,ef306e54,Karbondioksida,13056,,2/10/2026 12:30:33,1c4d5e93,
2026000427,ef306e54,Karbondioksida,13057,,2/3/2026 13:20:32,b218b89b,
2026000483,ef306e54,Karbondioksida,13058,,1/27/2026 9:45:44,98c84274,
111111,ef306e54,Karbondioksida,13059,,12/10/2025 11:32:15,e86baf3b,
112222,ef306e54,Karbondioksida,13060,,12/10/2025 11:32:37,e86baf3b,
1122233,ef306e54,Karbondioksida,13061,,12/10/2025 11:32:52,b218b89b,
2026000436,ef306e54,Karbondioksida,13062,,1/30/2026 16:17:52,63fc688a,
221111223,ef306e54,Karbondioksida,13063,,12/10/2025 11:33:24,e86baf3b,
682368373,8bdbe149,Oksigen 6m3,11341,,1/8/2026 12:24:17,514e8cd0,
673539243,e8544a46,Oksigen 1m3,0004,,1/8/2026 12:30:30,a1508027,
673539410,e8544a46,Oksigen 1m3,0002,,1/8/2026 12:31:13,6b737895,
11124622,7d2764f1,Oksigen 7m3,11332,,1/8/2026 12:50:31,de41c3e8,No Baru
2026000480,7d2764f1,Oksigen 7m3,11333,,1/27/2026 9:48:32,AKGREADY,No Baru
14426585,7d2764f1,Oksigen 7m3,11334,,1/8/2026 12:51:15,AKGREADY,No Baru
2026000479,7d2764f1,Oksigen 7m3,11335,,1/27/2026 9:48:41,58b72e0c,No Baru
11452635,7d2764f1,Oksigen 7m3,11336,,1/8/2026 12:52:06,de41c3e8,No Baru
2026000439,7d2764f1,Oksigen 7m3,11337,,1/30/2026 16:18:16,4ec68cf6,No Baru
2026000478,7d2764f1,Oksigen 7m3,11338,,1/27/2026 9:48:52,01158be1,No Baru
111425638,7d2764f1,Oksigen 7m3,11339,,1/8/2026 12:53:10,785e0e07,No Baru
683326161,8bdbe149,Oksigen 6m3,11340,,2/9/2026 13:56:12,01158be1,No Baru
223265,e8544a46,Oksigen 1m3,0001,,1/8/2026 12:56:41,52cc8b7f,
222365,e8544a46,Oksigen 1m3,0007,,1/8/2026 12:57:10,b89c20a1,
22236596,e8544a46,Oksigen 1m3,0008,,1/8/2026 12:57:22,AKGREADY,
778890,3b9d6a30,Acetyline,7001,,1/8/2026 13:00:16,e86baf3b,No Baru
2026000476,3b9d6a30,Acetyline,7002,,1/28/2026 13:39:25,AKGREADY,No Baru
2026000500,3b9d6a30,Acetyline,7003,,1/24/2026 12:12:52,89d46c39,
2026000474,3b9d6a30,Acetyline,7004,,1/28/2026 13:39:10,AKGREADY,No Baru
2026000475,3b9d6a30,Acetyline,7005,,1/28/2026 13:39:36,AKGREADY,No Baru
2026000472,3b9d6a30,Acetyline,7006,,1/28/2026 13:39:47,AKGREADY,No Baru
2026000473,3b9d6a30,Acetyline,7007,,1/28/2026 13:40:00,AKGREADY,No Baru
682367222,8bdbe149,Oksigen 6m3,1163,,2/19/2026 10:16:58,01158be1,
673543051,8bdbe149,Oksigen 6m3,11103,,1/12/2026 13:31:58,9828dfc5,
,,,,,,,
,,,,,,,
2026000465,a50ce892,Nitrogen 6m3,14005,,1/28/2026 15:40:24,d9b2fac5,
2026000464,a50ce892,Nitrogen 6m3,14002,,1/28/2026 15:40:06,d9b2fac5,
2026000463,a50ce892,Nitrogen 6m3,14003,,1/28/2026 15:39:52,AKGREADY,
696407235,a50ce892,Nitrogen 6m3,14001,,1/10/2026 11:35:43,AKGREADY,
2026000466,a50ce892,Nitrogen 6m3,14004,,1/28/2026 15:39:41,d9b2fac5,
000012,be525f3b,LPG 12kg,L001,,1/10/2026 11:44:13,AKGREADY,
000013,be525f3b,LPG 12kg,L002,,1/10/2026 11:45:07,AKGREADY,
000014,be525f3b,LPG 12kg,L003,,1/10/2026 11:45:28,AKGREADY,
000015,be525f3b,LPG 12kg,L004,,1/10/2026 11:46:50,eec2e801,
000016,be525f3b,LPG 12kg,L005,,1/10/2026 11:47:13,98c84274,
000017,be525f3b,LPG 12kg,L006,,1/10/2026 11:47:30,AKGREADY,
000018,be525f3b,LPG 12kg,L007,,1/10/2026 11:47:52,057b6b99,
000019,be525f3b,LPG 12kg,L008,,1/10/2026 11:48:06,AKGREADY,
000020,be525f3b,LPG 12kg,L009,,1/10/2026 11:48:22,AKGREADY,
,,,,,,,
0001,b7a8fff1,LPG 50kg,LL001,,1/10/2026 11:52:41,f7243d00,
0002,b7a8fff1,LPG 50kg,LL002,,1/10/2026 11:52:50,AKGREADY,
0003,b7a8fff1,LPG 50kg,LL003,,1/10/2026 11:53:04,AKGREADY,
0004,b7a8fff1,LPG 50kg,LL004,,1/10/2026 11:53:19,AKGREADY,
0005,b7a8fff1,LPG 50kg,LL005,,1/10/2026 11:53:31,196b24da,
0006,b7a8fff1,LPG 50kg,LL006,,1/10/2026 11:53:45,AKGREADY,
0007,b7a8fff1,LPG 50kg,LL007,,1/10/2026 11:53:58,AKGREADY,
0008,b7a8fff1,LPG 50kg,LL008,,1/10/2026 11:54:15,AKGREADY,
0009,b7a8fff1,LPG 50kg,LL009,,1/10/2026 11:54:36,AKGREADY,
00010,b7a8fff1,LPG 50kg,LL0010,,1/10/2026 11:54:48,AKGREADY,
00011,b7a8fff1,LPG 50kg,LL0011,,1/10/2026 11:55:02,AKGREADY,
682456517,8bdbe149,Oksigen 6m3,11295,,1/10/2026 12:26:50,057b6b99,
673544698,7d2764f1,Oksigen 7m3,11342,,1/12/2026 15:09:04,d9b2fac5,Nomor baru
2026000499,8bdbe149,Oksigen 6m3,1199,,1/24/2026 12:51:34,63fc688a,
,,,,,,,
11112333,7d2764f1,Oksigen 7m3,76,,1/17/2026 13:58:09,dcc017cb,
2026000428,ef306e54,Karbondioksida,13064,,2/3/2026 13:18:21,1c4d5e93,Nomor Baru
672401244,ef306e54,Karbondioksida,13065,,1/21/2026 12:30:42,ec231cc9,Nomor Baru
696410725,8bdbe149,Oksigen 6m3,11343,,2/9/2026 13:59:48,AKGREADY,Nomor Baru
2026000455,8bdbe149,Oksigen 6m3,11344,,1/28/2026 15:37:54,01158be1,Nomor Baru
683275584,8bdbe149,Oksigen 6m3,11345,,3/13/2026 13:56:07,1c4d5e93,Nomor Baru
2026000456,8bdbe149,Oksigen 6m3,11346,,1/28/2026 15:35:40,01158be1,Nomor Baru
1425639,8bdbe149,Oksigen 6m3,11347,,1/21/2026 11:06:07,514e8cd0,Nomor Baru
2026000486,8bdbe149,Oksigen 6m3,11348,,1/27/2026 9:08:44,63fc688a,Nomor Baru
,,,,,,,
,,,,,,,
,,,,,,,
11452639,7d2764f1,Oksigen 7m3,741,,1/22/2026 10:38:38,ec231cc9,Botol JA
12549632,ef306e54,Karbondioksida,13066,,1/24/2026 8:56:16,AKGREADY,Nomor Baru
2026000448,ef306e54,Karbondioksida,13067,,1/30/2026 9:40:52,1c4d5e93,Nomor Baru
2026000498,8bdbe149,Oksigen 6m3,11357,,1/24/2026 12:47:40,89d46c39,
2026000497,8bdbe149,Oksigen 6m3,11358,,1/24/2026 12:48:04,AKGREADY,
2026000496,8bdbe149,Oksigen 6m3,11352,,1/24/2026 12:48:42,1c4d5e93,
2026000495,8bdbe149,Oksigen 6m3,11353,,1/24/2026 12:49:06,AKGREADY,
2026000494,8bdbe149,Oksigen 6m3,11354,,1/24/2026 12:49:26,63fc688a,
2026000493,8bdbe149,Oksigen 6m3,11355,,1/24/2026 12:49:44,b2b5f2c5,
2026000489,8bdbe149,Oksigen 6m3,11351,,1/24/2026 12:50:17,b218b89b,
2026000490,8bdbe149,Oksigen 6m3,11350,,1/24/2026 12:50:29,63fc688a,
2026000491,8bdbe149,Oksigen 6m3,11349,,1/24/2026 12:50:46,3b04351a,
2026000492,8bdbe149,Oksigen 6m3,11356,,1/24/2026 12:51:03,e86baf3b,
,,,,,,,
784522663,8bdbe149,Oksigen 6m3,1207,,1/28/2026 10:20:41,ec231cc9,Botol PG relasi
2026000433,ef306e54,Karbondioksida,13069,,1/31/2026 14:15:06,f7243d00,
2026000432,ef306e54,Karbondioksida,13070,,1/31/2026 14:15:27,63fc688a,
2026000431,ef306e54,Karbondioksida,13068,,1/31/2026 14:15:38,440df1db,
000021,be525f3b,LPG 12kg,L0010,,2/2/2026 13:53:16,AKGREADY,
000022,be525f3b,LPG 12kg,L0011,,2/2/2026 13:53:47,eec2e801,
2026000415,ef306e54,Karbondioksida,13071,,2/5/2026 9:35:00,f7243d00,
2026000414,ef306e54,Karbondioksida,13072,,2/5/2026 9:35:28,AKGREADY,
2026000413,ef306e54,Karbondioksida,13073,,2/5/2026 9:35:36,1c4d5e93,
2026000411,ef306e54,Karbondioksida,13075,,2/5/2026 14:57:04,8ea74d81,
2026000412,ef306e54,Karbondioksida,13074,,2/5/2026 14:57:13,AKGREADY,
1448243232,8bdbe149,Oksigen 6m3,56,,2/6/2026 14:46:50,AKGREADY,sementara
683325205,8bdbe149,Oksigen 6m3,1160,,2/10/2026 12:15:40,d46989c9,
683325180,8bdbe149,Oksigen 6m3,11264,,2/10/2026 12:16:31,ba97d58d,
2026000394,8bdbe149,Oksigen 6m3,11359,,2/11/2026 16:03:46,ec231cc9,
2026000397,8bdbe149,Oksigen 6m3,11360,,2/11/2026 16:04:04,9e66ced9,
2026000395,8bdbe149,Oksigen 6m3,11361,,2/11/2026 16:04:12,057b6b99,
2026000398,8bdbe149,Oksigen 6m3,11362,,2/11/2026 16:04:28,9828dfc5,
2026000396,8bdbe149,Oksigen 6m3,11363,,2/11/2026 16:04:59,b2b5f2c5,
2026000393,8bdbe149,Oksigen 6m3,11364,,2/11/2026 16:22:31,785e0e07,
2026000392,8bdbe149,Oksigen 6m3,11367,,2/11/2026 16:22:40,734c6d17,
2026000391,8bdbe149,Oksigen 6m3,11365,,2/11/2026 16:22:50,58b72e0c,
2026000390,8bdbe149,Oksigen 6m3,11366,,2/11/2026 16:22:59,734c6d17,
2026000389,8bdbe149,Oksigen 6m3,11368,,2/11/2026 16:23:08,8b765561,
14526355+,8bdbe149,Oksigen 6m3,12,,2/12/2026 8:37:01,ec231cc9,botol tmn cak gik
2026000388,8bdbe149,Oksigen 6m3,11372,,2/12/2026 15:42:52,AKGREADY,
2026000387,8bdbe149,Oksigen 6m3,11374,,2/12/2026 15:43:01,02c693f1,
2026000386,8bdbe149,Oksigen 6m3,11373,,2/12/2026 15:43:11,3bcd7fe6,
2026000384,8bdbe149,Oksigen 6m3,11371,,2/12/2026 15:43:20,3b04351a,
2026000385,8bdbe149,Oksigen 6m3,11370,,2/12/2026 15:43:31,785e0e07,
2026000383,8bdbe149,Oksigen 6m3,11369,,2/12/2026 15:43:39,3b04351a,
2026000379,8bdbe149,Oksigen 6m3,11382,,2/13/2026 9:55:32,4ec68cf6,
2026000374,8bdbe149,Oksigen 6m3,11381,,2/13/2026 9:55:44,9828dfc5,
2026000380,8bdbe149,Oksigen 6m3,11375,,2/13/2026 9:55:53,AKGREADY,
2026000375,8bdbe149,Oksigen 6m3,11380,,2/13/2026 9:56:01,b2b5f2c5,
2026000377,8bdbe149,Oksigen 6m3,11378,,2/13/2026 9:56:08,58b72e0c,
2026000381,8bdbe149,Oksigen 6m3,11377,,2/13/2026 9:56:15,63fc688a,
2026000382,8bdbe149,Oksigen 6m3,11376,,2/13/2026 9:56:24,057b6b99,
2026000378,8bdbe149,Oksigen 6m3,11379,,2/13/2026 9:56:38,63fc688a,
2026000376,8bdbe149,Oksigen 6m3,11383,,2/13/2026 9:56:46,1c4d5e93,
2026000368,7d2764f1,Oksigen 7m3,11384,,4/7/2026 12:37:33,01158be1,
2026000458,8bdbe149,Oksigen 6m3,11385,,2/21/2026 9:46:22,AKGREADY,
No Barcode,8bdbe149,Oksigen 6m3,1145,,2/25/2026 8:23:36,ce83e171,
Not Valid,8bdbe149,Oksigen 6m3,11131,,3/3/2026 8:41:57,AKGREADY,
No Barcode,7d2764f1,Oksigen 7m3,11313,,3/7/2026 16:04:31,9828dfc5,
No Barcode,7d2764f1,Oksigen 7m3,11386,,3/11/2026 9:51:36,9828dfc5,
No Barcode,7d2764f1,Oksigen 7m3,11387,,3/11/2026 9:52:01,AKGREADY,
No Barcode,7d2764f1,Oksigen 7m3,11388,,3/11/2026 10:43:29,01158be1,
No Barcode,7d2764f1,Oksigen 7m3,11389,,3/11/2026 10:43:52,01158be1,
No Barcode,7d2764f1,Oksigen 7m3,11390,,3/11/2026 10:44:07,63fc688a,
No Barcode,7d2764f1,Oksigen 7m3,11391,,3/11/2026 10:44:17,057b6b99,
2026000358,7d2764f1,Oksigen 7m3,11392,,3/28/2026 16:38:08,AKGREADY,
No Barcode,7d2764f1,Oksigen 7m3,11393,,3/11/2026 10:44:38,9e5d8274,
No Barcode,7d2764f1,Oksigen 7m3,11394,,3/11/2026 10:45:07,AKGREADY,
No Barcode,7d2764f1,Oksigen 7m3,11395,,3/11/2026 10:45:16,d9b2fac5,
BAS,3b9d6a30,Acetyline,7814,,3/11/2026 16:35:19,AKGREADY,
BAS,3b9d6a30,Acetyline,7956,,3/11/2026 16:35:34,AKGREADY,
No Barcode,a50ce892,Nitrogen 6m3,14006,,3/14/2026 11:02:01,AKGREADY,
No Barcode,a50ce892,Nitrogen 6m3,14007,,3/14/2026 11:03:19,AKGREADY,
No Barcode,a50ce892,Nitrogen 6m3,14008,,3/14/2026 11:03:28,AKGREADY,
No Barcode,a50ce892,Nitrogen 6m3,14009,,3/14/2026 11:03:35,AKGREADY,
No Barcode,a50ce892,Nitrogen 6m3,14010,,3/14/2026 11:03:43,AKGREADY,
No Barcode,a50ce892,Nitrogen 6m3,14011,,3/14/2026 11:03:52,AKGREADY,
No Barcode,a50ce892,Nitrogen 6m3,14012,,3/14/2026 11:04:00,AKGREADY,
No Barcode,a50ce892,Nitrogen 6m3,14013,,3/14/2026 11:04:08,17a8e612,
No Barcode,a50ce892,Nitrogen 6m3,14014,,3/14/2026 11:04:18,17a8e612,
No Barcode,a50ce892,Nitrogen 6m3,14015,,3/14/2026 11:04:26,AKGREADY,
No barcode,8bdbe149,Oksigen 6m3,1175,,3/25/2026 8:50:38,9e66ced9,
Nobarcode,66af7c72,Argon 6m3,12059,,4/17/2026 9:42:03,AKGREADY,
